[DEBUG @ 01:37:59 | IPA/LibraryLoader] Resolving library 0Harmony, Version=2.10.2.0, Culture=neutral, PublicKeyToken=null
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo PlaylistManager.Configuration.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom CustomWalls.Settings.Utilities.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo CustomWalls.Settings.Utilities.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom FCPercentage.FCPCore.Configuration.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo FCPercentage.FCPCore.Configuration.PluginConfig<Generated>
[NOTICE @ 01:38:28 | Counters+] Loaded a Custom Counter (FC Percentage).
[WARNING @ 01:38:28 | IPA/Loader] Mod IForgor developed for game version 1.37.5, so it may not work properly.
[WARNING @ 01:38:28 | IPA/Loader] Mod SliceDetails developed for game version 1.37.5, so it may not work properly.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom SliceDetails.Settings.SettingsStore<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo SliceDetails.Settings.SettingsStore<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom MultiplayerMirror.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo MultiplayerMirror.PluginConfig<Generated>
[WARNING @ 01:38:28 | IPA/Loader] Mod BeatSaverUpdater developed for game version 1.37.5, so it may not work properly.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom BeatSaverUpdater.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo BeatSaverUpdater.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom bsrpc.PluginConfig<Generated>
[INFO @ 01:38:28 | bsrpc] bsrpc initialized.
[WARNING @ 01:38:28 | IPA/Loader] Mod KeepMyOverridesPls developed for game version 1.37.4, so it may not work properly.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo bsrpc.PluginConfig<Generated>
[NOTICE @ 01:38:28 | IPA/Loader] Plugin KeepMyOverridesPls has no methods marked [OnStart] or [OnEnable]. Is this intentional?
[NOTICE @ 01:38:28 | IPA/Loader] Plugin KeepMyOverridesPls has no methods marked [OnExit] or [OnDisable]. Is this intentional?
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom KeepMyOverridesPls.Configuration.PluginConfig<Generated>
[WARNING @ 01:38:28 | IPA/Loader] Mod MenuSaberColors developed for game version 1.37.4, so it may not work properly.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo KeepMyOverridesPls.Configuration.PluginConfig<Generated>
[WARNING @ 01:38:28 | IPA/Loader] Mod AdBlocker developed for game version 1.34.2, so it may not work properly.
[INFO @ 01:38:28 | AdBlocker] AdBlocker initialized.
[WARNING @ 01:38:28 | IPA/Loader] Mod PBOT developed for game version 1.37.5, so it may not work properly.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom PBOT.Config<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo PBOT.Config<Generated>
[NOTICE @ 01:38:28 | Counters+] Loaded a Custom Counter (PBOT).
[DEBUG @ 01:38:28 | IPA/LibraryLoader] Resolving library SongDetailsCache, Version=1.2.2.0, Culture=neutral, PublicKeyToken=null
[DEBUG @ 01:38:28 | IPA/LibraryLoader] Looking for file SongDetailsCache.dll
[DEBUG @ 01:38:28 | IPA/LibraryLoader] Found file SongDetailsCache.dll as A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Libs\SongDetailsCache.dll
[INFO @ 01:38:28 | SongRankedBadge] SongRankedBadge initialized.
[DEBUG @ 01:38:28 | SongRankedBadge] Loading song details...
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom SongRankedBadge.Configuration.PluginConfig<Generated>
[DEBUG @ 01:38:28 | SongRankedBadge] Config loaded
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo SongRankedBadge.Configuration.PluginConfig<Generated>
[WARNING @ 01:38:28 | IPA/Loader] Mod WhyIsThereNoLeaderboard developed for game version 1.37.5, so it may not work properly.
[WARNING @ 01:38:28 | IPA/Loader] Mod HighlightBombs developed for game version 1.32.0, so it may not work properly.
[WARNING @ 01:38:28 | IPA/Loader] Mod TimeSyncStutterFix developed for game version 1.37.2, so it may not work properly.
[WARNING @ 01:38:28 | IPA/Loader] Mod SimpleClock developed for game version 1.37.1, so it may not work properly.
[INFO @ 01:38:28 | SimpleClock] SimpleClock initialized.
[INFO @ 01:38:28 | BetterSongSearch] BetterSongSearch initialized.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom BetterSongSearch.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo BetterSongSearch.PluginConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom CustomSabersLite.Configuration.CSLConfig<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo CustomSabersLite.Configuration.CSLConfig<Generated>
[WARNING @ 01:38:28 | IPA/Loader] Mod Tweaks55 developed for game version 1.36.2, so it may not work properly.
[DEBUG @ 01:38:28 | IPA/Config] Generated impl ReadFrom Tweaks55.Config<Generated>
[DEBUG @ 01:38:28 | IPA/Config] Generated impl WriteTo Tweaks55.Config<Generated>
[WARNING @ 01:38:28 | IPA/Loader] Mod NoteCutGuide developed for game version 1.37.5, so it may not work properly.
[DEBUG @ 01:38:29 | IPA/Config] Generated impl ReadFrom NoteCutGuide.Config<Generated>
[DEBUG @ 01:38:29 | IPA/Config] Generated impl WriteTo NoteCutGuide.Config<Generated>
[WARNING @ 01:38:29 | IPA/Loader] Mod CustomSaberColors developed for game version 1.37.5, so it may not work properly.
[DEBUG @ 01:38:29 | IPA/Config] Generated impl ReadFrom CustomSaberColors.Project.PluginConfig<Generated>
[DEBUG @ 01:38:29 | IPA/Config] Generated impl WriteTo CustomSaberColors.Project.PluginConfig<Generated>
[DEBUG @ 01:38:29 | CustomSaberColors] CustomSaberColors Version 0.2.5 has initialized
[WARNING @ 01:38:29 | IPA/Loader] Mod Gotta Go Fast developed for game version 1.37.5, so it may not work properly.
[INFO @ 01:38:29 | Gotta Go Fast] Gotta Go Fast initialized.
[DEBUG @ 01:38:29 | IPA/Config] Generated impl ReadFrom GottaGoFast.Configuration.PluginConfig<Generated>
[DEBUG @ 01:38:29 | IPA/Config] Generated impl WriteTo GottaGoFast.Configuration.PluginConfig<Generated>
[WARNING @ 01:38:29 | IPA/Loader] Mod ScoreSaberSharp developed for game version 1.6.0, so it may not work properly.
[DEBUG @ 01:38:29 | IPA/Loader/Features] Executing DefineFeature AfterInit
[DEBUG @ 01:38:29 | IPA/LibraryLoader] Resolving library Unity.LibSM64, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
[DEBUG @ 01:38:29 | IPA/LibraryLoader] Looking for file Unity.LibSM64.dll
[DEBUG @ 01:38:29 | IPA/LibraryLoader] Found file Unity.LibSM64.dll as A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Libs\Unity.LibSM64.dll
[DEBUG @ 01:38:29 | IPA/Config] Generated impl ReadFrom SM64BS.Settings.SettingsStore<Generated>
[DEBUG @ 01:38:29 | IPA/Config] Generated impl WriteTo SM64BS.Settings.SettingsStore<Generated>
[INFO @ 01:38:29 | IPA] Beat Saber
[INFO @ 01:38:29 | IPA] Running on Unity 2022.3.33f1
[INFO @ 01:38:29 | IPA] Game version 1.38.0
[INFO @ 01:38:29 | IPA] -----------------------------
[INFO @ 01:38:29 | IPA] Loading plugins from Plugins and found 68
[INFO @ 01:38:29 | IPA] -----------------------------
[INFO @ 01:38:29 | IPA] Beat Saber IPA (BSIPA): 4.3.5
[INFO @ 01:38:29 | IPA] BeatSaberMarkupLanguage (BeatSaberMarkupLanguage): 1.12.3+bs.1.37.4
[INFO @ 01:38:29 | IPA] SiraUtil (SiraUtil): 3.1.12
[INFO @ 01:38:29 | IPA] JDFixer (JDFixer): 7.3.0
[INFO @ 01:38:29 | IPA] System.IO.Compression (System.IO.Compression): 4.6.57
[INFO @ 01:38:29 | IPA] System.IO.Compression.FileSystem (System.IO.Compression.FileSystem): 4.7.3056
[INFO @ 01:38:29 | IPA] SongCore (SongCore): 3.14.15
[INFO @ 01:38:29 | IPA] INI Parser (Ini Parser): 2.5.9
[INFO @ 01:38:29 | IPA] BS_Utils (BS Utils): 1.14.1
[INFO @ 01:38:29 | IPA] Chirality (Chirality): 4.0.900
[INFO @ 01:38:29 | IPA] Intro Skip (IntroSkip): 4.0.6
[INFO @ 01:38:29 | IPA] HitScoreVisualizer (HitScoreVisualizer): 3.5.0
[INFO @ 01:38:29 | IPA] BeatSaverSharp (BeatSaverSharp): 3.4.5
[INFO @ 01:38:29 | IPA] ScoreSaber (ScoreSaber): 3.3.15
[INFO @ 01:38:29 | IPA] DiscordGameSDK (DiscordGameSDK): 3.2.1
[INFO @ 01:38:29 | IPA] protobuf-net (protobuf-net): 3.0.102
[INFO @ 01:38:29 | IPA] Enhancements (Enhancements): 3.0.16
[INFO @ 01:38:29 | IPA] DiscordCore (DiscordCore): 3.0.6
[INFO @ 01:38:29 | IPA] CustomJSONData (CustomJSONData): 2.6.4+1.37.5
[INFO @ 01:38:29 | IPA] Heck (_Heck): 1.6.6+1.38.0
[INFO @ 01:38:29 | IPA] LookupID (LookupID): 1.0.1
[INFO @ 01:38:29 | IPA] Chroma (Chroma): 2.9.7+1.38.0
[INFO @ 01:38:29 | IPA] AssetBundleLoadingTools (AssetBundleLoadingTools): 1.1.10+bs.1.37.4
[INFO @ 01:38:29 | IPA] CameraUtils (CameraUtils): 1.0.7
[INFO @ 01:38:29 | IPA] CustomNotes (CustomNotes): 2.6.8
[INFO @ 01:38:29 | IPA] BeatSaverVoting (BeatSaverVoting): 2.4.6
[INFO @ 01:38:29 | IPA] Counters+ (Counters+): 2.3.10
[INFO @ 01:38:29 | IPA] MultiplayerCore (MultiplayerCore): 1.5.4
[INFO @ 01:38:29 | IPA] BeatTogether (BeatTogether): 2.2.1
[INFO @ 01:38:29 | IPA] websocket-sharp (websocket-sharp): 1.0.4
[INFO @ 01:38:29 | IPA] BetterSongList (BetterSongList): 0.4.1
[INFO @ 01:38:29 | IPA] SongDetailsCache (SongDetailsCache): 1.2.2
[INFO @ 01:38:29 | IPA] DataPuller (DataPuller): 2.1.15
[INFO @ 01:38:29 | IPA] EasyOffset (EasyOffset): 2.1.14
[INFO @ 01:38:29 | IPA] SongPlayHistory (SongPlayHistory): 2.1.6
[INFO @ 01:38:29 | IPA] LeaderboardCore (LeaderboardCore): 1.7.0
[INFO @ 01:38:29 | IPA] NoodleExtensions (NoodleExtensions): 1.7.3+1.37.5
[INFO @ 01:38:29 | IPA] BeatLeader (BeatLeader): 0.9.28
[INFO @ 01:38:29 | IPA] PPCounter (PPCounter): 2.0.6
[INFO @ 01:38:29 | IPA] ImageSharp (SixLabors.ImageSharp): 2.0.0
[INFO @ 01:38:29 | IPA] ParticleOverdrive (ParticleOverdrive): 1.13.1
[INFO @ 01:38:29 | IPA] MappingExtensions (MappingExtensions): 1.7.5
[INFO @ 01:38:29 | IPA] BeatSaberPlaylistsLib (BeatSaberPlaylistsLib): 1.7.2
[INFO @ 01:38:29 | IPA] PlaylistManager (PlaylistManager): 1.7.3
[INFO @ 01:38:29 | IPA] CustomWalls (CustomWalls): 1.6.4
[INFO @ 01:38:29 | IPA] FCPercentage (FCPercentage): 1.4.9
[INFO @ 01:38:29 | IPA] IForgor (I Forgor): 1.4.1
[INFO @ 01:38:29 | IPA] SliceDetails (SliceDetails): 1.3.6
[INFO @ 01:38:29 | IPA] MultiplayerMirror (MultiplayerMirror): 1.3.0
[INFO @ 01:38:29 | IPA] BeatSaverUpdater (BeatSaverUpdater): 1.2.10
[INFO @ 01:38:29 | IPA] bsrpc (bsrpc): 1.2.1
[INFO @ 01:38:29 | IPA] KeepMyOverridesPls (KeepMyOverridesPls): 1.1.2
[INFO @ 01:38:29 | IPA] MenuSaberColors (MenuSaberColors): 1.0.11
[INFO @ 01:38:29 | IPA] AdBlocker (AdBlocker): 1.0.5
[INFO @ 01:38:29 | IPA] PBOT (PBOT): 1.0.4
[INFO @ 01:38:29 | IPA] SongRankedBadge (SongRankedBadge): 1.0.4
[INFO @ 01:38:29 | IPA] WhyIsThereNoLeaderboard (WhyIsThereNoLeaderboard): 1.0.3
[INFO @ 01:38:29 | IPA] HighlightBombs (HighlightBombs): 1.0.3
[INFO @ 01:38:29 | IPA] TimeSyncStutterFix (TimeSyncStutterFix): 1.0.0+bs.1.37.2
[INFO @ 01:38:29 | IPA] SimpleClock (SimpleClock): 1.0.0
[INFO @ 01:38:29 | IPA] CustomSabersLite (CustomSabersLite): 0.13.2
[INFO @ 01:38:29 | IPA] BetterSongSearch (BetterSongSearch): 0.7.89
[INFO @ 01:38:29 | IPA] Tweaks55 (Tweaks55): 0.3.16
[INFO @ 01:38:29 | IPA] NoteCutGuide (NoteCutGuide): 0.2.7
[INFO @ 01:38:29 | IPA] CustomSaberColors (CustomSaberColors): 0.2.5
[INFO @ 01:38:29 | IPA] Gotta Go Fast (GottaGoFast): 0.2.4
[INFO @ 01:38:29 | IPA] ScoreSaberSharp (ScoreSaberSharp): 0.1.0
[INFO @ 01:38:29 | IPA] SM64BS (SM64BS): 0.0.4
[INFO @ 01:38:29 | IPA] -----------------------------
[INFO @ 01:38:29 | IPA] Initializing plugins took 00:00:05.8513293
[DEBUG @ 01:38:29 | SongRankedBadge] Song details loaded.
[DEBUG @ 01:38:30 | JDFixer] CC installed: 
[DEBUG @ 01:38:30 | BS_Utils] [BS-Utils]  Applying Harmony Patches
[INFO @ 01:38:30 | SongCore] Finished loading cached extra data for 1165 songs.
[DEBUG @ 01:38:30 | Chirality] Create Horizontal Transforms
[DEBUG @ 01:38:30 | Chirality] Create Vertical Transforms
[DEBUG @ 01:38:30 | Chirality] Create Horizontal Transforms
[DEBUG @ 01:38:30 | Chirality] Create Vertical Transforms
[DEBUG @ 01:38:30 | Chirality] Applying Harmony patches.
[DEBUG @ 01:38:31 | DataPuller] OnApplicationStart
[DEBUG @ 01:38:31 | DataPuller] HandlePluginsStateChanged
[DEBUG @ 01:38:32 | IPA/LibraryLoader] Resolving library BeatSaberPlaylistsLib, Version=1.7.2.0, Culture=neutral, PublicKeyToken=null
[DEBUG @ 01:38:32 | IPA/LibraryLoader] Looking for file BeatSaberPlaylistsLib.dll
[DEBUG @ 01:38:32 | IPA/LibraryLoader] Found file BeatSaberPlaylistsLib.dll as A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Libs\BeatSaberPlaylistsLib.dll
[WARNING @ 01:38:34 | Harmony] AccessTools.TypeByName: Could not find type named DiTails.UI.DetailViewHost
[WARNING @ 01:38:34 | Harmony] AccessTools.Method: type is null
[DEBUG @ 01:38:34 | LeaderboardCore] Applying Harmony patches.
[WARNING @ 01:38:35 | BeatLeader] Plugin BeatSaviorData not found, BeatSaviorInterop will not be loaded
[WARNING @ 01:38:35 | BeatLeader] Plugin Camera2 not found, Cam2Interop will not be loaded
[INFO @ 01:38:35 | BeatLeader] Successfully patched 5 ScoreSaber installators!
[DEBUG @ 01:38:35 | DataPuller] Initialize MapData.
[DEBUG @ 01:38:35 | DataPuller] Initialize LiveData.
[DEBUG @ 01:38:35 | bsrpc] bsrpcController: Awake()
[DEBUG @ 01:38:35 | DiscordCore] Writing to File @ A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\UserData\DiscordCore.json
[DEBUG @ 01:38:35 | DiscordCore] Added new instance with AppId 1028340906740420711
[NOTICE @ 01:38:35 | Tweaks55] Applied all patches in 390ms
[INFO @ 01:38:35 | SM64BS] SM64BS has been enabled.
[DEBUG @ 01:38:35 | CustomWalls] 0 external wall(s) found.
[DEBUG @ 01:38:36 | BeatSaberMarkupLanguage] Font loading complete
[DEBUG @ 01:38:36 | CustomWalls] 5 total wall(s) loaded.
[INFO @ 01:38:36 | CustomWalls] CustomWalls v.1.6.4 has started.
[INFO @ 01:38:37 | UnityEngine] [SettingsIO] Loaded Settings on 'Standalone' (async)
[DEBUG @ 01:38:38 | SiraUtil] Installing: SiraUtil.Installers.SiraInitializationInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: SiraUtil.Installers.SiraSettingsInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: SongCore.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: HitScoreVisualizer.Installers.HsvAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: ScoreSaber.Core.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: Enhancements.Installers.XInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: Heck.Installers.HeckAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: Chroma.Installers.ChromaAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: CustomNotes.Installers.CustomNotesCoreInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: CountersPlus.Installers.CoreInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: MultiplayerCore.Installers.MpAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: BeatTogether.Installers.BtAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: DataPuller.Installers.AppInstallers onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: SongPlayHistory.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: NoodleExtensions.Installers.NoodleAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: PPCounter.Installers.DataInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: PPCounter.Installers.CalculatorsInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: ParticleOverdrive.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: PlaylistManager.Installers.PlaylistManagerAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: IForgor.Installers.IFAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: SliceDetails.Installers.SDAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: MultiplayerMirror.Core.Installers.MpMirrorAppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: KeepMyOverridesPls.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: PBOT.Installers.PBOTCoreInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: HighlightBombs.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: CustomSabersLite.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: CustomSaberColors.Installers.AppInstaller onto PCAppInit
[DEBUG @ 01:38:38 | SiraUtil] Installing: SM64BS.Installers.SM64BSAppInstaller onto PCAppInit
[INFO @ 01:38:38 | SongPlayHistory] BeatSaverVoting is installed! Binding BeatSaverVotingTracker.
[INFO @ 01:38:38 | UnityEngine] [MainSystemInit] Initialization was completed on version: 1.38.0_11020369061
[DEBUG @ 01:38:38 | BeatLeader] OnAppInitInstaller
[DEBUG @ 01:38:38 | DataPuller] AppInstallers InstallBindings.
[INFO @ 01:38:38 | UnityEngine] [MainSystemInit] Network Service Environment: ProductionA
[NOTICE @ 01:38:38 | Counters+] Registered 113 settings to Heck's settable settings system.
[DEBUG @ 01:38:38 | IPA/LibraryLoader] Resolving library INIParser, Version=2.5.9.0, Culture=neutral, PublicKeyToken=79af7b307b65cf3c
[DEBUG @ 01:38:38 | IPA/LibraryLoader] Looking for file INIParser.dll
[DEBUG @ 01:38:38 | IPA/LibraryLoader] Found file INIParser.dll as A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Libs\INIParser.dll
[WARNING @ 01:38:41 | Harmony] AccessTools.DeclaredMethod: Could not find method for type NodePoseSyncStateManager and name TryCreateLocalState and parameters 
[WARNING @ 01:38:41 | Harmony] AccessTools.DeclaredMethod: Could not find method for type NodePoseSyncStateManager and name HandlePlayerConnected and parameters 
[WARNING @ 01:38:41 | Harmony] AccessTools.DeclaredMethod: Could not find method for type ScoreSyncStateManager and name TryCreateLocalState and parameters 
[WARNING @ 01:38:41 | Harmony] AccessTools.DeclaredMethod: Could not find method for type ScoreSyncStateManager and name HandlePlayerConnected and parameters 
[WARNING @ 01:38:41 | SiraUtil] 'PlayerDataModelHook' doesn't have any affinity patches! The IAffinity interface is unecessary.
[DEBUG @ 01:38:42 | EasyOffset] Request[1003338096]: https://github.com/Reezonate/EasyOffset/raw/master/media/RemoteConfig.json
[DEBUG @ 01:38:42 | CustomNotes] 17 external note(s) found.
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Accuracy Dot Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Accuracy Star Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Accurate Hitbox Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Bliss_Redux.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for CatNote.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Cursed Centipede Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Cursed Hitbox Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for DDR Arrows.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Galaxy_Bloqs.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Inner Sphere 114+.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Minecraft.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Old Bombs.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Old Notes V2.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Old_Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Outlines V3.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for Small Base Notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] Repairing shaders for UWU notes.bloq
[DEBUG @ 01:38:42 | CustomNotes] All shaders replaced!
[DEBUG @ 01:38:42 | CustomNotes] 18 total note(s) loaded.
[INFO @ 01:38:42 | SongPlayHistory/RecordsManager] Loading history from A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\UserData\SongPlayData.json
[INFO @ 01:38:42 | SongPlayHistory/RecordsManager] Loaded 313 records from 197 levels.
[DEBUG @ 01:38:42 | BeatLeader] SteamVR console connection failed: Unable to connect to the remote server
[DEBUG @ 01:38:42 | MultiplayerCore/MpPacketSerializer] Registered packet 'MultiplayerCore.Players.MpPlayerData' with id 'MpPlayerData'.
[DEBUG @ 01:38:43 | MultiplayerCore/MpPacketSerializer] Registered packet 'MultiplayerCore.NodePoseSyncState.MpNodePoseSyncStatePacket' with id 'MpNodePoseSyncStatePacket'.
[DEBUG @ 01:38:43 | MultiplayerCore/MpPacketSerializer] Registered packet 'MultiplayerCore.NodePoseSyncState.MpScoreSyncStatePacket' with id 'MpScoreSyncStatePacket'.
[DEBUG @ 01:38:43 | IPA/Config] Generated impl WriteTo KeepMyOverridesPls.Configuration.PluginConfig<Generated>
[DEBUG @ 01:38:43 | IPA/Config] Generated impl WriteTo KeepMyOverridesPls.Configuration.PluginConfig<Generated>
[DEBUG @ 01:38:44 | BeatLeader] Unable read playlist. Reason: Could not find file "A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Playlists\BeatLeader nominated.bplist"
[DEBUG @ 01:38:44 | BeatLeader] Unable read playlist. Reason: Could not find file "A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Playlists\BeatLeader qualified.bplist"
[DEBUG @ 01:38:44 | BeatLeader] Unable read playlist. Reason: Could not find file "A:\!BSManager\Installed Versions\BSManager\BSInstances\1.38.0\Playlists\BeatLeader ranked.bplist"
[ERROR @ 01:38:44 | Counters+] Failed to download version info.
[DEBUG @ 01:38:45 | EasyOffset] Response[1003338096]: 200
[INFO @ 01:38:45 | UnityEngine] Applied GraphicSettings
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallbacks for 'Segoe UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Tahoma'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Meiryo UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] -> Not found
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Meiryo UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] -> Not found
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'MS UI Gothic'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Microsoft JhengHei UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Microsoft JhengHei UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Microsoft YaHei UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Microsoft YaHei UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Malgun Gothic'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Malgun Gothic'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'PMingLiU'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] -> Not found
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'SimSun'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Gulim'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] -> Not found
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Yu Gothic UI'
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] -> Not found
[DEBUG @ 01:38:45 | BeatSaberMarkupLanguage] Reading fallback 'Yu Gothic UI'
